Label,EmailText,EmailTextBR
ham,I want to be there so i can kiss you and feel you next to me,Eu quero estar lá para poder beijar você e sentir você ao meu lado.
ham,I am not at all happy with what you saying or doing,Eu não estou nem um pouco satisfeito com o que você está dizendo ou fazendo.
spam,Adult 18 Content Your video will be with you shortly,Adulto 18 Conteúdo Seu vídeo estará com você em breve.
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ","Ok que isso seria lindo, se for certo. Tente pensar em o que você quer fazer, beber, dançar, comer, cinema, dentro ou fora... até você! O que sobre?"
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,"O que estou dizendo é se você não explicitamente informou Nora eu sei quem, provavelmente eu não vou me importar."
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),"Ele diz oi e para te pegar de volta pro sul-tampa, preferencialmente no keg."
ham,Smith waste da.i wanna gayle.,Smith vai jogar bola da.
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.","Mãe, eu já enviou muitas e muitas mensagens desde que cheguei aqui. Eu apenas quero saber se você está realmente recebendo elas. Tenha um ótimo resto da sua tarde."
ham,"Aight, tomorrow around 1234;  it is","Aí, amanhã por volta de1234;"
ham,"House-Maid is the murderer, coz the man was murdered on 1234; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","A serva do lar é o assassino, pois o homem foi assassinado em #1 de janeiro. Todos os órgãos públicos, incluindo as instituições bancárias, estão fechados como dia de feriado. Entendem?"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Seu desempenho para participar em uma reality show fantástico é agora: 0870 750 9020, apenas 20 centavos por minuto. NTT Ltd, PO Box 1327 Croydon CR9 5WB - chamadas nacionais são cobradas a partir de 0870."
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,"Eu realmente fiz pela primeira vez em um tempinho. Eu acordei bem cedo, não muito tempo depois de falar com você. Como foi sua noite?"
ham,See you there! ,Encontrarei-te lá!
ham,I dont understand your message.,Eu não entendo sua mensagem.
ham,Crucify is c not s. You should have told me earlier.,Crucificar é não é. Você deveria ter me informado antes.
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.","Não. Você sempre diz que não é, mas porque ele mudou, continuamos brigando sobre liberdade versus responsabilidade. E eu estou cansado. Tenho muito mais coisa pra lidar que até mesmo me manter organizado quando isso se juntar a isso."
ham,Fuck cedar key and fuck her (come over anyway tho),"Fuck Cedar Key e fuck ela (você pode vir mesmo assim, hehe)"
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,"Vinte e cinco, ele disse, já este trem chegou à Durham ou não? Pois estou sentado em uma cadeira reservada."
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Olá rapazes. Querem fotos XXX quentes enviadas diretamente para o seu telefone? Envie PORNO para 69855, 24 horas grátis e depois apenas 50 p/ dia. Para parar, envie STOPBCM SF WC1N3XX."
ham,U still painting ur wall?,U ainda está pintando a parede?
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16","Última Chance! Acesse seus vouchers de desconto por R$ 150 hoje! Text SHOP para 85023 agora! SavaMob, oferece celular! T Cs SavaMob POBOX84, M263UZ. Subs. 3.00"
ham,Printer is cool. I mean groovy. Wine is groovying,Impressora é legal. Eu queria dizer gostoso. Vinho está gostando.
ham,Hi Harish's rent has been transfred to ur Acnt.,"Olá Harish, o aluguel foi transferido para a sua conta."
ham,Anything lor is she coming?,"O que ela está trazendo, então?"
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,CBE é realmente bom atualmente:) muitos estabelecimentos e mostruários:) a cidade está se moldando bem.
ham, still attending da talks?,"Sim, ainda participando das discussões."
ham,No probs hon! How u doinat the mo?,Não tem problema! Como você está hoje?
ham,K I'll take care of it,Eu cuidare disso
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,Eu entendo que não tivemos chamada telefonica na quinta-feira. Podemos assumir que não teremos essa no ano que vem agora?
ham,My battery is low babe,"Meu bateria está baixa, beijão."
ham,Shuhui has bought ron's present it's a swatch watch...,"Shuhui comprou o presente de Ron, é um relógio de pulseira..."
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up","Sim, ainda há bastante para fazer. Vou passar por lá amanhã quando acordar."
ham,Babe? You said 2 hours and it's been almost 4... Is your internet down ?,Babe? Você disse 2 horas e já passaram quase 4... Está sua internet desligada?
ham,K I'll be sure to get up before noon and see what's what,Eu ficarei certo de acordar antes das 12 e ver o que está acontecendo.
ham,K...k...yesterday i was in cbe.,K...k...Ontem eu estava em CBE.
ham,Went to ganesh dress shop,Vesti no estabelecimento de roupas de Ganesh.
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","Data atualização - Dois minutos e 1000 textos em tarifas da Orange. Melhoramentos Motorola, SonyEricsson & Nokia & Bluetooth GRATIS! Ligue para MobileUpd8 no número 08000839402 ou ligue2optout/!YHL"
ham, collecting ur laptop then going to configure da settings izzit?,Estou coletando meu laptop e vou configurar as configurações?
ham,If you r @ home then come down within 5 min,"Se você estiver em casa, veio até aqui dentro de 5 minutos."
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Aqui está a tradução:  Ótimo, eu deveria estar lá até as 8, talvez mais perto das 7. Estão Jay e Tyler ou podemos fazer apenas duas viagens?"
ham,Come aftr  &lt;DECIMAL&gt;..now i m cleaning the house,Vem agora eu estou limpando a casa.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Ur saldo em dinheiro é atualmente de 500 libras - para maximizar o seu saldo em dinheiro agora envie CASH para 86688 apenas 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Bill, as in: Are there any letters for me. iÂªm expecting one from orange that isnÂªt a bill but may still say orange on it.","Bill, como em: Há alguma carta para mim? Eu estou esperando uma de laranja que não seja um bilhete, mas pode ainda dizer laranja nele."
ham,Tell me pa. How is pain de.,Me conte com dor.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,"Olá, querido. Espero que tenha tido uma boa noite. Eu agradeço por ter vindo e estou ansioso para ver você novamente. Amo Fran.  PS: Quero anal sujo e sexo com um grupo de 10 homens."
ham,"Ha. You know either. I did a a clever but simple thing with pears the other day, perfect for christmas.","Ha. Você não sabe também. Eu fiz algo inteligente mas simples com laranjas na outra vez, perfeito para o Natal."
ham,"Helloooo... Wake up..! Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",Olá... Acorda-te...! Bom dia Amei Este Dia Com todo amor.. BOA MANH.
ham,ALRITE,ALEGRETE
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,"Por que devemos ficar sentados e esperar as dias de verão para celebrar. Essa visão mágica quando os mundos estão cobertos de neve. Ooooh, deixe a neve cair."
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,"URGENTE! Seu número de celular foi premiado com um prêmio garantido de R$ 2.000,00. Ligue 09058094454 do telefone fixo. Aplique 3030. Valido apenas por 12 horas."
ham,How do you guys go to see movies on your side.,Como vocês vão ver filmes na sua parte?
ham,"Sorry,in meeting I'll call later","Desculpe, na reunião eu ligo mais tarde."
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,Você não precisou me dizer isso... agora estou pensando também. E ele vai parar todos os seus trechos.
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,"Por gentileza, envie alguém para nossa casa antes de &lt;DECIMAL&gt;."
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,"Desculpe! Você ainda não pode cancelar o seu cadastro. O pacote de oferta do Mob tem um período mínimo de 54 semanas. Por favor, resubmeta a solicitação após a expiração. Responda MOB HELP para mais informações."
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,Nada por aqui... Um pouco aborrecido também... Depois você vai dormir cedo hoje...
ham,What time should I tell my friend to be around?,Qual hora você deve informar para que ele esteja à disposição?
ham,Yes. that will be fine. Love you. Be safe.,Sim. Isso será perfeito. Amor. Tenha cuidado.
ham,Thanks chikku..:-) gud nyt:-*,Obrigado chiquinho... :)) ótimo agora :-*
ham,Is xy in ur car when u picking me up?,É xíu na sua carroça quando você me leva?
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",Obrigado por todos os momentos que temos passado juntos. É meu bebê e tudo o que eu quero é você! xxxx
ham,"Yo, any way we could pick something up tonight?","Eu, podemos pegar algo hoje?"
ham,I've not sent it. He can send me.,Eu não enviou ele pode enviar-me.
ham,Fine am simply sitting.,"Bom, simplesmente estou sentado."
ham,Thts god's gift for birds as humans hav some natural gift frm god..,"Isso é o presente divino para os pássaros, como os humanos têm alguns dons naturais de Deus."
ham,Are you coming to day for class.,Estás vindo para a classe hoje?
ham,Im done. Just studyn in library,Feito. Estude na biblioteca.
ham,Ok... U enjoy ur shows...,Ok... Você gosta das suas séries...
ham,Anything...,O que...
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,"Onde eu seria sem meu bebê? A ideia só pode quebrar-me e eu não quero ficar louca, mas todos precisam de sua mulher xxxxxx"
ham,Wat's my dear doing? Sleeping ah?,"O que você está fazendo, meu caro? Dormindo, afinal?"
ham,Hi' Test on 1234; rd....,"Olá, teste #123."
ham,Only 2% students solved this CAT question in 'xam... 5+3+2=1234;  9+2+4=1234;  8+6+3=1234;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Only 2% of students solved this CAT question in 'xam...'
ham,Yo do you know anyone 1234;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,"Eu não conheço ninguém ou alguém que possa comprar álcool. Nós temos um cara que desistiu e agora, se nós não conseguirmos ligar para alguém, é só 4 Loco All Night."
ham,Yup n her fren lor. I'm meeting my fren at 730.,"Sim, ela está esperando por mim às 7h30."
ham,"Yeah, we got one lined up for us","Sim, tem uma programada para nós."
ham,"And stop wondering wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE... *laughs*",E parar de se perguntar o/ ela vai nunca parar de 'meu'?! n Porque eu vou te 'meu' quando quiser porque você é MEU... *risa*
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,"Lol, sim, fez isso ontem. Já ganhei meu fogão. Agora é só mais uma ícone sentado lá para mim."
ham,Hey i've booked the pilates and yoga lesson already... Haha,"Olá, eu já reservei as aulas de Pilates e Yoga. Hahaha"
ham,Are you ok. What happen to behave like this,Estás bem? O que aconteceu com você se comportar dessa maneira.
spam,You have 1 new message. Please call 08712400200.,"Você tem 1 nova mensagem. Por favor, ligue para o número 08712400200."
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,"Meu supervisor encontrei-me com quatro alunos e acho que ele está preocupado com eles. Não perguntei ainda para ela, então ligue quando eu fizer isso."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ","Olá. Não há notícias sobre o emprego, estão me fazendo esperar por mais uma semana! Sim, estou disposto a algumas dores e escorpiões... Em Exeter ainda, mas voltarei à casa em torno de 3 horas."
ham,No message..no responce..what happend?,Não mensagem...nenhuma resposta...o que aconteceu?
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,"Estamos com uma mensagem aguardando sua coleta. Para coletar sua mensagem, basta ligue-se no número 08718723815."
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost 1234;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","Olá amorzinho, desculpei por não ter chegado tão cedo. Gary pode vir e resolver isso porque ele acha que sabe o que é mas ele não vai tão longe quanto Ptbo e ele diz que custará1234; reais. Eu não sei se seria mais barato encontrar alguém lá? Não temos nenhum segundo de máquina aqui no momento, me avise o que você quer fazer amorzinho."
ham,make that 3! 4 fucks sake?! x,faça isso 3! 4 f**k's sake?!
ham,Leave it. U will always be ignorant.,Deixe-o. Você sempre será ignorante.
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),"Não, mas eu vou para escola amanhã cedo porque minha irmã pegou papel na manhã."
ham,at bruce b downs &amp; fletcher now,"Aqui está a tradução do inglês para o português:  at bruce b. downs & fletcher now  Esta frase é uma combinação de nomes e palavras, então não há um termo específico que pode ser literalmente traduzido. Portanto, a tradução mantém a forma original da frase em inglês."
ham,Where are you ? You said you would be here when I woke... :-(,Onde você está? Você disse que viria quando eu acordasse... :-/
ham,Hey now am free you can call me.,"Olá, agora estou livre, você pode me chamar."
ham,Tell me whos this pls:-),"Tell me who this is, please."
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011","URGENTE! Seu telefone celular foi premiado com um prêmio de R$ 1.500 para o chamador em 27/6/03. Nos últimos esforços, 2 contactar U! Ligue 08714714011"
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",Acho que teria que dar uma olhada em outra coisa. Estou ensinando até as 12 e tenho uma aula às 2. Deus sabe o quanto estou trabalhando nisso.
ham,Id have to check but there's only like 1 bowls worth left,"Eu tenho que verificar, mas há apenas uma xícara valendo."
ham,Yes there were many sweets,"Sim, houve muitas doces."
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,Eu ficaria mas eu ainda estou quente. E cansado da noite passada. Ninguém vai ao trabalho ou à escola. Tudo está fechado.
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,"Você tem um admirador secreto. DESCUBRA quem pensa que você é tão especial. Ligue para 09065174042. Para cancelar, responda REVEAL STOP. Custos de R$ 1,50 por mensagem recebida. Atendimento ao cliente: 07821230901."
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,Buzzz! *sorriso* Eu fiz seu pau? Ou você quer que eu lhe buzze o peito ou a bunda? Onde está sua câmera? A vibrador está ligado? Você sentiu alguma coisa se mover?
ham,Sir send to group mail check it.,"Senhor, envie para o grupo de e-mail verifique-o."
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,"Eu estou fazendo a introdução sobre os trendos e vantagens e desvantagens de energia... Uma breve descrição do fusão nuclear e um breve histórico do ITER e JET, aproximadamente 7 e meio páginas."
ham,"NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""","Não, nenhuma loja onde eu possa fazer essa promoção."
ham,You dont know you jabo me abi.,Você não sabe que teve um jeito comigo.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","Você notar que quando você está dirigindo, qualquer pessoa que estiver andando mais devagar do que você é um idiota e todas as pessoas que estiverem andando mais rápido são maníacos?"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Não havia ainda... a tia Maneges já tinha ganho o dia... estava cheia de forças e sem fome.
ham,"Are you being good, baby? :)","Estás sendo bom, beijão? :D"
ham,NEFT Transaction with reference number 1234;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on 1234;  at  &lt;TIME&gt; :1234;,Transação NEFT com número de referência1234; para R. &lt;DECIMAL&gt; foi credita à conta beneficiária em1234; às &lt;TIME&gt;:1234;
ham,"Mostly sports type..lyk footbl,crckt..","Muito tipo de esporte... como futebol, basquete."
ham,Ma head dey swell oh. Thanks for making my day,Meu dia está bom agora. Obrigado por fazer meu dia.
ham,U should make a fb list,Você deve criar uma lista no Facebook.
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:if it is made by my students,"Altura de Confiança: Todos os professores de Aeronáutica foram chamados e eles foram solicitados a sentar em um avião. Depois que eles se sentaram, foram informados que o avião foi feito por seus alunos. Eles todos correram para fora do avião... Mas apenas 1 não se moveu... Ele disse: Se é feito por meus alunos"
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,"Sary apenas precisa de Tim na bolacha e macha muito, então ele me contou!"
ham,Happy New Year Princess!,Feliz Ano Novo Princesa!
ham,"I'll text carlos and let you know, hang on",Eu vou mandar mensagem para Carlos e você saberá quando eu estiver pronto.
ham,"Don't worry, * is easy once have ingredients!","Não se preocupe, é fácil uma vez que tenhas as ingredientes!"
ham,I love u 2 my little pocy bell I am sorry but I love u,"Eu te amo tanto, meu pequeno bichinho. Peço desculpas, mas eu te amo."
ham,"Ok omw now, you at castor?","Ok, agora você está em Castor?"
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,"Yá, está chovendo... Não para de chover... Ou vai ter que ir pra outro lugar?"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","X-Mas Oferta! Melhores Motorola, SonyEricsson e Nokia & FREE Bluetooth ou DVD! Dois Mins & 1000 Textos em Orange. Ligue para MobileUpd8 no 08000839402 ou ligue2optout/4QF2"
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,"O que você quer dizer que está quase terminado? Feito com sono? Mas eu acho que vai tomar um cochilo... Sim, eu mandei ela para ir pegá-la às 4h."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship""... good morning dear","Bom dia, querido amigo!"
ham,"Tonight? Yeah, I'd be down for that","Amanhã? Sim, eu estaria lá para isso."
ham,What should i eat fo lunch senor,"O que você deve comer para almoço, senhor?"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ","Ele disse que riu-se de si quando viu você novamente! Você poderia ser o primeiro a morrer por NVQ, mas pense como muito mais você poderia fazer!"
ham,No break time one... How... I come out n get my stuff fr _?,Não há tempo de descanso agora... Como... eu saio pra pegar minhas coisas?
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Reposta ganhar £100 por semana! Qual esporte profissional faz o Tiger Woods jogar? Envie /STOP/ para encerrar a serviço.
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz","Eu estou lá e posso ver você, mas você não pode ver mim? Talvez você deveria reiniciar o seu? Eu vi a buzina."
ham,Do you still have the grinder?,Você ainda tem o moedor?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"Não há 1 polifônico tom 4 meu celular cada semana! Basta enviar PT2 para 87575. Primeiro tom é grátis! Então, comece a receber mensagens agora e conte com seus amigos também. Cada 150 reais por tom. 16 respostas HL 4info"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","Amor não é uma decisão, é um sentimento. Se pudéssemos decidir quem amaríamos, então, a vida seria muito mais simples, mas menos mágica."
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","Chamadas Hot Live Fantasias: Ligue agora 08707509020. Só R$ 20 por minuto. NTT Ltd, PO Box 1327 Croydon CR9 5WB. 0870 é um chamado nacional."
ham,K.i did't see you.:)k:)where are you now?,"K. I didn't see you, :) k:) Where are you now?"
ham,So i'm doing a list of buyers.,Estou fazendo uma lista de compradores.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second","Não sei, suponho que vamos resolver isso um hora depois do horário previsto para sairmos, já que como sempre ninguém tem interesse em tentar antes da última oportunidade."
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,"Muito não sei se entendi aquela mensagem, mas tá ok. Hoje. Qual fim de semana?"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,"Eles lançaram camisas de v-day e quando você coloca, faz seu下半截 virgem em vez dessas calças branca."
ham,Don know..he is watching film in computer..,Ele não sabe... ele está assistindo ao filme no computador.
ham,No b4 Thursday,Não no quarta-feira
ham,"Oh, then your phone phoned me but it disconnected","Oh, então o seu telefone me chamou mas desligou."
ham,Id onluy matters when getting on from offcampus,Só importa quando sai de fora do campus.
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,"Este mensagem é grátis. Bem-vindo ao novo e melhorado Clube de Sexo & Cachorro! Para cancelar este serviço, responda STOP. msgs@150p 18+apenas"
ham,"Excellent, I'll see what riley's plans are","Ótimo, vou ver o que Riley está planejando."
ham,I will see in half an hour,Eu verare em meia hora.
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","Você ganhou bilhetes para a final do EURO2004 ou €800 em dinheiro, para coletar CHAMPAÇO 09058099801 até 190604, POBÔS 7876150ppm"
ham,Ew are you one of them?,É você um deles?
ham,Also hi wesley how've you been,"Olá Wesley, como você está?"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,Ah você entende. Você tem que estar no jargão. Eu te avisare quando acabar de fazer isso!
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Emprestimo para qualquer finalidade Â£500 - Â£75,000. Moradores + Tenentes convidados. Você já foi rejeitado anteriormente? Podemos ajudar ainda assim. Ligue gratuitamente 0800 1956669 ou envie 'help' para enviar a mensagem de ajuda."
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,Atualize Agora - 12Mês de Desconto na Locação da Linha Verde: 400min...Ligue para MobilUpd8 no 08000839402 ou opte por cancelar a ligação=J5Q
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),Olha a vida sem mim... veja... Como rápido você está procurando mim? Não se preocupe... estou sempre lá para te perturbar... Boa tarde...:)
ham,"Hm good morning, headache anyone? :-)","Olá boa manhã, alguém com dor de cabeça? :-D"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,"Sim, nada de problema - ontem é claro que está se agarrando a você... Fale logo."
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,"Olá, aqui está o texto em português:  FREE UNLIMITED HARDCORE PORN direct para seu celular. Texto PORN para 69200 e obter acesso grátis por 24 horas. Depois de pagar R$50,00 por dia. Este mensagem é gratuito."
ham,I might go 2 sch. Yar at e salon now v boring.,"Eu podia ir a 2 escola. Vou agora no salão, mas parece chato."
ham,1234;  mins but i had to stop somewhere first.,"<#> minutos, mas eu tive que parar em algum lugar primeiro."
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas 1234;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj","Isa próxima. Então, desejo-lhe um Feliz Ano Novo muito feliz! Feliz Sankranti, Feliz Dia da República, Feliz Dia dos Namorados, Feliz Shivratri, Feliz Ugadi, Feliz Dia do Pau, Feliz Dia das Mães, Feliz Dia dos Pais, Feliz Dia dos Professores, Dia das Crianças, Dia de Família, Dia dos Amigos, Dia da Criança, Happy Birthday to You. Feliz Festival de Ganesha, Feliz Festival das Duras, Feliz Festa do Lanternas, Feliz Natal & Good Mornings Afternoons, Evenings Nights. Recordar: Eu sou o primeiro a desejar-lhe... todos os seus ramos!"
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,"Um dos prazeres da vida é acordar cada dia com pensamentos que alguém, suficientemente caridoso, envia uma saudação de manhã quente."
ham,I didn't get the second half of that message,Eu não recebi a segunda metade daquela mensagem.
ham,Wat time do u wan 2 meet me later?,Quanto tempo você quer que eu nos encontremos mais tarde?
ham,I thank you so much for all you do with selflessness. I love you plenty.,Eu te agradeço muito por tudo que fazes com carinho e dedicação. Eu te amo bastante.
ham,Am in film ill call you later.,"Estou em filme, chame-me mais tarde."
ham,How dare you change my ring,Como pode você mudar minha anel?
ham,You are a very very very very bad girl. Or lady.,Você é uma muito muito muito muito má menina. Ou mulher.
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,"Eu amo você também, mas tente gastar menos dinheiro, querida. Gary ficaria louco se soubesse."
ham,"What part of don't initiate"" don't you understand",O que parte do não iniciar você não entende?
ham,I finished my lunch already. U wake up already?,Eu já termino de comer minha refeição. Você acorda ainda?
ham,You still at the game?,Você ainda está no jogo?
ham,You have got tallent but you are wasting.,"Você tem talento, mas está desperdiçando."
ham,What is your record for one night? :),O que você tem registrado para uma noite? :D
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.","Aqui está o texto traduzido para português:  Também senhor, eu enviou-lhe uma mensagem sobre como se conectar ao portal de pagamentos da USC. Eu enviará mais uma mensagem que deve explicar como as coisas estão no seu país. Tenha um excelente fim de semana."
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,Vou me informar porque chega de férias naquele dia. Vai acontecer. Não esqueça de me mandar o número.
ham,Jokin only lar... :-) depends on which phone my father can get lor...,Já só tem lar... :-D depende do que meu pai pode comprar por...
ham,"Aight, lemme know what's up","Aí, me avise quando for."
ham,Get ready for 1234;  inches of pleasure...,Prépara-te para <i>&lt;#&gt;</i> polegadas de prazer...
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,"Raji... por favor, fique à vontade. Por favor, transcreva os meus cumprimentos de aniversário para Nimya. Por favor. Hoje é seu aniversário."
ham,;-) ok. I feel like john lennon.,;) ok. Eu me sinto como John Lennon.
ham,Cos darren say _ considering mah so i ask _...,"Cos dizer, considerando que eu perguntar..."
ham,You are not bothering me but you have to trust my answers. Pls.,"Você não está incomodando, mas você precisa confiar nas minhas respostas. Por favor."
