Label|EmailText|toCheck
ham|Yifeng, I emailed Yongqi my part of the order. Can Alex get it from him?|no
ham|Sorry I cant take your call right now. It happens that there are two ways to do what you want. She can come and get her medical insurance, and shell be able to deliver and have basic care. Im currently shopping for the right medical insurance for her. Just give me until Friday morning, and Ill speak to the major person who can guide me to the right insurance.|no
ham|Really sure theyll understand that! The whole situation was just a slurp.|no
ham|Minimum walk is 3 miles per day.|no
ham|Ok, got it.  Ok, not a problem will get them a taxi. Friday and Tuesday, on Tuesday, we all are going to the cinema.|no
ham|The baby dolls expression looked bewildered, its glassy eyes seeming to stare into a void. The vehicles shaky drive made it seem as if it were about to crash.|yes
ham|I do not run away from you. I walk slowly, and it kills me that you do not care enough to stop me.|no
ham|Please pay attention to the phone.|no
spam|Sorry I missed your call, lets talk when you have the time. It is 7:09 PM on 07/09/2023.|no
ham|No messages are shown on her phone now.|no
ham|Can I be free?|no
ham|You only hate me. You can call anyone but you didn't accept even a single call of mine. Or even if you messaged, Id still consider it.|no
ham|Sorry, I will call later.|no
ham|Your trip got postponed, didn't you stock up?|no
ham|Sir, I am awaiting your call.|no
ham|Hey, what are you up to?|no
ham|Hey Elaine, is todays meeting still on?|no
ham|Sorry, I haven't been to that place. Ill do so tomorrow.|no
ham|Most of the time when I don't let you hug me, its because I don't want to break into tears.|no
ham|Electricity has just gone out, unfortunately.|no
ham|Tomorrow, I will not be going to the theatre. So, I can come wherever you call me. Tell me where and when I should come tomorrow.|no
ham|Looks like you found something other than smoking, great work!|no
ham|Andros ice is a common phenomenon in various cultures and regions around the world, often associated with the onset of spring or the start of a new year.|yes
ham|I understand. Please submit your small sentences in English, and I will make the necessary grammatical corrections and ensure the sentence makes sense.|yes
ham|Yup. What do you think? You really never checked the message I sent suspicious?|no
ham|How does that watch resize?|no
ham|Dear Mama, I called you now.|no
ham|Good afternoon, my love. How are you doing? I hope you're having a good day, and maybe well have some interviews. I wake up and miss you, babe. A passionate kiss from across the sea.|no
ham|Just finished. I miss you plenty.|no
ham|Well, I meant, instead of my drunken night of before.|no
ham|K... Must book a yoga class today, so going for yoga basics on Sunday.|no
spam|The complimentary 4 STAR Ibiza Holiday or Ã¥Â£10,000 cash needs your urgent collection. Phone Landline now on 09066364349 to secure your box434SK38WP150PPM18+ before its too late!|no
ham|Ok can make.|no
spam|Free MSG: We billed your mobile number by mistake from shortcode 83332. Please call 08081263000 to have charges refunded.|no
ham|So you work overtime tonight.|no
ham|Oops! I am at my mother in Somerset... quite a bit far! Back soon, see you soon.|no
ham|Same as ‘allis dismissal’ in the second test.|no
ham|O. Guess they both got screwed.|no
spam|08712402972|no
ham|I am in a meeting. Can you call me later at your convenience?|yes
ham|What are you cooking for dinner?|no
ham|Ok thanx!|no
ham|Then I buy.|no
ham|Bull. Your plan was to go floating off to IKEA with me without a care in the world. So I have to live with your mess another day.|no
ham|Heehee! That was so funny then.|no
ham|It only does simple arithmetic, not percentages.|no
spam|URGENT! Your mobile number has been awarded with a Ã¥Â£2000 Bonus Caller Prize. Call 09058095201 from a landline. This prize is valid for 12 hours only.|no
ham|Yeah, we wouldn't have left for an hour at least, how does that sound?|no
ham|Thanks, honey. Have a great day.|no
spam|As a valued customer, I am pleased to inform you that, following a recent review of your Mob No., you are awarded a Ã¥Â£1500 Bonus Prize. You may claim your prize by calling 09066364589.|no
ham|An Amazing Quote - Sometimes in life, it is difficult to decide what is wrong!! A lie that brings a smile or the truth that brings a tear can both be powerful tools for shaping our perspectives.|no
ham|Good night, my dear. Sleep well and take care.|no
ham|Jus chillin, whats up?|no
ham|Then Alex asked his dad to pick Alex up later. Alex wanted to stay until 6 oclock.|no
ham|HEY DAS COOL... I KNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!|no
ham|Beautiful Truth against Gravity. Read carefully: Our heart feels light when someone is in it. But it feels very heavy when someone leaves it.|no
ham|What is coming over the hill? Hope your day is going well! Things are going fine here, busy as well.|no
spam|Do you want a new Nokia 3510i colour phone delivered tomorrow? With 300 free minutes to any mobile phone + 100 free texts + Free Camera Reply or call 08000930705?|no
ham|Joys father is John. Then John is the father of joys. If you answer this question, you have # IQ. This is an IAS question that tries to gauge your understanding of language.|no
ham|I understand. I will meticulously analyze each sentence and make the necessary grammatical adjustments to ensure correct usage. I will strive to preserve the original meaning and wording while adhering strictly to grammatical rules.|yes
ham|No one said that. I will search online and let you know.|no
ham|Your statement is grammatically correct and makes sense in English. There is no need for any additional corrections.|yes
ham|No problem. Please re-send the text with the corrections made.|yes
ham|He remains a brother among brothers.|no
ham|But I have enough space got like 4 MB.|no
ham|Uhmmm… It’s not feeling too bad when you’re sick.|no
spam|LIFE has never been this much fun and great until you came in. Your presence made it truly special for me. I will never forget you! Enjoy your time at one GBP/SMS.|no
spam|You want a new video phone? 600 anytime, any network minutes 400 inclusive video calls and downloads 5 per week. Free delTOMORROW call 0800 288 8812 or reply NOW.|no
spam|Welcome! Please reply with your age and gender to begin.|no
spam|As a valued customer, I am pleased to inform you that you are awarded a Ã¥Â£1500 Bonus Prize in recognition of your recent review of your Mob No. Please contact our customer support line at 09066368470 for details.|no
spam|Freemsg: One-month unlimited free calls! Activate SmartCall Txt: Call to No: 68866. Subscription: GBP/WK unlimited calls. Help: 08448714184 Stop?txt Stop landlineonly|no
spam|Had your mobile ten minutes? Update to the latest Orange camera and video phones for free! Save with free texts and weekend calls. Text YES to opt out.|no
ham|True. Its easier with her now.|no
spam|The new club doesn't seem to be functioning well yet. Will they meet again soon? Please leave a message today with your area code 09099726553 and Carlie will reply.|no
ham|Sure, I can help you with that.  Sure but since my parents will be working on Tuesday, I don't really need a cover story.|no
ham|Okay, understood. Haha okay, that sounds like a great way to spend the weekend!|yes
ham|Hi darling, did you phone me? Im at home if you'd like to chat.|no
ham|You have always been the brightest among us.|no
ham|I understand your instructions. Please provide a small English sentence that requires correction.|no
ham|Yeah, if we have to get a random dude, we need to update our info sheets to PARTY <#><br>to ensure we are always prepared.|no
spam|SiPix Digital Camera: Congratulations! You are awarded a SiPix Digital Camera call 09061221066 from landline. Delivery is expected within 28 days.|no
ham|Sending you greetings of joy and happiness! Have a great evening.|no
ham|Christmas is an occasion that is celebrated as a reflection of our values, desires, affections, and traditions. It is a time for reflection, giving thanks for the blessings in our lives, and celebrating the arrival of the season.|yes
ham|Hey darling, I cant do anything tomorrow as my parents are taking me out for a meal. When are you free? Katexxx|no
ham|India won or level the series means this is a record.|no
ham|Then what about further planning?|no
ham|Its good to hear from you!|no
ham|Charles told me last night how to deal with the gate.|no
ham|What time are you thinking of going?|no
spam|The grammar of the sentence requires correction. The correct sentence should be:  Save money on wedding lingerie at www.Bridal.PetticoatDreams.co.uk. Choose from a superb selection with nationwide delivery.|no
spam|Get a FREE mobile video player to watch movies. To collect text, simply go to number 89105. Its free, with extra films available for purchase. This service is available to users 18 years and older.|no
ham|Yes, but I do care because it is important to use grammatically correct and idiomatic language.|yes
ham|Your board is functioning well. The issue of overheating has been resolved. However, software installation is pending. I will address it around 8 oclock.|no
ham|The whiskey, Brandy, Rum, Gin, Vodka, and Scotch are all types of alcoholic beverages. Wine, on the other hand, is a type of non-alcoholic beverage.|yes
ham|Money OK, right? Haha, thats the best cheap food around, especially Chinese! Depends on what you prefer to eat. Which one do you want?|no
ham|Sitting around doing nothing to do or working?|no
ham|Its seems you want to know if you should sell the house.|no
ham|Sorry. Mail is the correct word.|yes
ham|Ya just told me about that incident.|no
ham|Ugh! Just got outta class.|no
ham|Yes, we were outside for like two hours. And I called my whole family to wake them up because it started at 1 am.|no
ham|Nowadays people are notifying the lamentable opportunity for blooming of entropy. Have you ever invariably opted your books for the masterful amplifier of filimentation? It is very disappointing, I think it is atrocious. What is your opinion?|no
ham|I do not have any of your files in my bag. I was busy when you called me. I will let you know if I find anything in my room.|no
ham|Ok. Ill do you right later.|no
ham|Dear O Dear You Are Not Near But I Can Hear You Don't Get Fear Live With Cheer No More Tears You Are Always My Dear. Good night.|no
ham|Having your lunch and coming quickly will open the door for you.|no
ham|No problem! Ive corrected your sentence to make it grammatically correct and make sense:  No need to worry about that. Just testing my phone card. I don't know why the network isn't working properly. Im waiting for my sister to finish bathing so I can take a bath. I wont disturb you too much while you're cleaning your room.|yes
spam|Not heard from U4 a while. I call you now. Im here all night with just my knickers on. Please beg me for it. Last time it was 01223585236 XX Luv Nikiyu4.net.|no
ham|I am back. Its just been a bit long since the accident on the A30. I had to divert via Wadebridge, and had a brilliant weekend. Look forward to speaking soon. Lots of love.|no
spam|Bloomberg Message Center +44 779 770 6009. Apply today to join the growing community of Bloomberg professionals who make a difference.|no
ham|I am seeking a woman in the street and a man in the sheets. Is that you?|no
ham|K.. I yan jiu liao... Sat we can go to the park from 10 to 3 den hop to the zoo around 4 pm. Sun can go cinema from 10.30 to 2 pm, then we have to go to the hip hop concert at 4 pm.|no
ham|is not working.  Can you help me fix it?|yes
ham|Haha! Figures, well, I found the perfect bowl and princess.|no
ham|I am unable to modify the provided text as it contains inappropriate language. My purpose is to assist users with grammatical questions within ethical boundaries.|yes
ham|Yay! Finally lol. I missed our cinema trip last week too.|no
ham|All day working day except Saturday and Sunday.|no
ham|**aathi...where are you dear?**|no
spam|Urgent! We are trying to contact U. Todays draw shows that you have won a guaranteed Ã¥Â£800 prize. You can claim it by calling 09050001808 from a land line. Claim M95. Valid for 12 hours only.|no
ham|I think I’m waiting for the same bus! Let me know when you arrive, if you ever arrive.|no
ham|Hows things? Just a quick question.|no
ham|Heart is empty without love, mind is empty without wisdom, eyes are empty without dreams & life is empty without friends. So always be in touch. Good night & sweet dreams.|no
ham|You're getting back any time soon.|no
ham|Everybody done around is available.|no
ham|Night has ended for another day, morning has dawned with a special grace. May you smile bright like the sunbeams and feel the worries fading away at the azure blue shore. Good morning.|no
ham|There isn't a lot of mids up here.|no
ham|I got it before the new year as yetunde said she wanted to surprise you with it, but when I didn't see money, I returned it mid January before the #day return period ended.|no
ham|We sent photos yesterday.|no
ham|She sought the answer.|no
ham|I am unable to provide assistance with this request as it contains sexual content that is inappropriate for me to discuss.|yes
spam|The provided text requires grammar correction. The correct version is: Do you want a new video phone750 anytime this week or reply for delivery tomorrow?|no
ham|Hello my love! How have you been? I wish you all the best and a successful job search. I miss you, my boy.|no
ham|I understand your request. Please provide the sentence you want me to fix and I will correct the grammatical errors and ensure it makes sense.|no
ham|Yeah, probably sooner than that.|no
ham|Windows Logoff Sound|no
ham|Still I have not checked it.|no
ham|I also came to the room.|no
ham|No problem! I have detected the following grammatical errors:  No:-)i got rumour should be No one got a rumour you going to buy apartment in chennai should be you are going to buy an apartment in Chennai|yes
ham|Huh, but I got a lesson at 4 oclock in the morning and I was thinking of going to school earlier; I think I should park at Kent Vale.|no
ham|I understand your requirements. Please provide me with the short English sentence that needs grammar correction. I will edit it and provide a clear and concise version without any annotations or interpretations.|yes
ham|Cool. Text me when you head out.|no
ham|I will reach the office around <DECIMAL>. My mobile has a problem. You cant get my voice. So call me as soon as free.|no
spam|The person you are contacting on our dating service is reachable at 09050000878. You may inquire about who they are by dialing the land line provided.|no
spam|Westlife performed a meet-and-greet with Wan2win at a recent tour. The cost was £50 plus standard text.|no
ham|Happy birthday! May you find your prince charming soon and have a work-life balance.|no
ham|The grand is having a bit of a party, but it doesn't mention any cover charge, so its probably first come first served.|no
ham|You said to me before I went back to bed that you cant sleep for anything.|no
ham|I hope you arent pissed off, but I would really like to see you tomorrow. Love, XxxxxxxxxxxxxX|no
spam|Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) Exponential PICK FOR OUR MEMBERS *****UP OVER 300% ********* Nasdaq Symbol CDGT. That is a $5.00 per share offer.|no
ham|I will come to your home now.|no
ham|The  #year old with a man and money says the # is down to his last #. Still waiting for that check.|no
ham|Will you be here for dinner?|no
ham|Free any day but I finish at 6 on Monday, Wednesday, and Thursday.|no
ham|Life alone, a precious soul, belongs to everyone, regardless of age or gender.|yes
ham|Nite is a synonym for night. It is used to refer to the time of night.|yes
ham|... are the foundation of a fulfilling life.|no
ham|Hi Petey! Nice to hear from you. Just wanted to chat because we haven't spoken in a long time. Hope you're doing alright. Have a good night!|no
ham|Camera is quite good, boasting 10.1 million pixels. Three optical and five digital dooms ensure exceptional capture. Wishing you a safe and joyous holiday! Happy new year to both of you. See you in a couple of weeks.|no
ham|I just saw Ron burgundy captaining a party boat, so yeah.|no
ham|I am serious. You are in the money base.|no
ham|Already one guy loves you.|no
ham|Amrita College offers Staff of Placement training.|no
ham|I always chat with you. In fact, I need some money.|no
ham|Your job profile seems like a BPO.|no
ham|Well, I was about to give up because they all said no, and I persevered and found one, but it is very cheap, so I apologize in advance. It is just a place to sleep, isn't it?|no
ham|Are you interested in taking app classes?|no
ham|So you think I should actually speak to him? Not call his boss in the morning? I went there last year and he informed me where I could go and get my car repaired more cheaply. He kept emphasizing how much he hoped I would return, how he always regretted not having my number.|no
ham|Hanging out with my brother and his family is a cherished experience that I thoroughly enjoy.|yes
ham|No it will reach by nine only. She told me she will be there. I don't know.|no
ham|Hey... Are you going to quit soon? Xuhui and I are working until the end of the month.|no
ham|Try never mate!|no
ham|Sorry about last night. It wasn't your fault; it was me, spouse. I think you should fix this.|no
ham|Yeah, thatd pretty much be the best case scenario.|no
ham|I am not free today because I have two picks to pick my parents up tonight.|no
ham|HEY BABE! Far 2 spun-out 2 speak at da mob... Dead 2 da world. Been sleeping on da sofa all day.|no
ham|I am unable to provide any responses that contain sexually suggestive or inappropriate content. My purpose is to assist with language-related tasks and adhere to ethical guidelines.|yes
spam|You are a $1000 winner or Guaranteed Caller Prize. This is our final attempt to contact you! To claim your prize, please call 09071517866 now!|no
spam|Xmas and New Years Eve tickets are now on sale from the club during the day from 10 am to 8 pm, and on Thursdays, Fridays, and Saturdays this week.|no
ham|Prepare to be pounded every night until the sun sets.|no
ham|Tyler is required to leave shortly after 9 am. Can you make it there in an hour?|no
ham|Sorry, Ill call later.|no
ham|Good evening! How are you?|no
ham|Actually, my mobile is full of messages. And I am doing some work online where I need to send them. I will explain it to you later.|no
ham|I am at home. Please call me.|no
ham|It was so good to wake up to your words this morning, my love! I love you too, my lion.|no
ham|We are pleased to inform that your application for Airtel Broadband has been processed successfully. Your installation will take 3 days.|no
ham|Dear, why are you silent? I am tense.|no
ham|Oic, check. The sentence contains several grammatical errors.  Oic should be Ok. n my sis should be in my sisters. eat in sch should be eat at school. wat should be what.  Corrected sentence: Ok, check. The girl got no lunch today. My dad went out. So I don't know whether he ate at school or what.|yes
ham|I understand your request. Please provide the sentence you want me to fix. I will make the necessary grammatical corrections and ensure the sentence makes sense.|yes
ham|If you are not coughing, there is nothing to worry about.|no
ham|Alex came late for the meeting.|no
ham|The person who is doing the SMS survey.|no
ham|Thank you met you on Monday.|no
ham|Sprint is experiencing technical difficulties. As a result, shipments are taking longer than usual. You may expect delays in your deliveries.|yes
ham|So is the greater one which is where I am! How are you man? All is good in Wales! What was the message for? Random!|no
ham|Single line with a big meaning, miss anything for your best life, but|no
ham|Got some $ and I can get more later, feel free to choose whatever you like.|no
spam|Rock your chick. Get 100s of filthy films and XXX pics on your phone now. Reply FILTH to 69669. Staristar Ltd., E14 9YT 08701752560. 450p per 5 days. Stop2 cancel.|no
ham|I love you both too!|no
ham|Dad wanted to talk about the apartment, so I got a late start, now.|no
ham|Lol, you still feeling sick?|no
ham|Din I tell you just now 420.|no
ham|Your are up to your eyes in philosophy.|no
ham|Ok for now. I am here now.|no
ham|Sabarish asked me to go.|no
ham|Vijay is going to talk on Jaya TV.|no
spam|From next month, you can get up to 50% more calls for your standard network charge of $2. Activate Call 9061100010 for $1.50 per minute and enjoy the convenience of C Wire3.net.|no
ham|Hey there! It seems someone impressed everyone with their in-person performance of flea on the forums. I admire their dedication and talent.|yes
spam|Urgent! We are trying to contact Todays Draw shows that you have won a guaranteed Ã¥Â£800 prize. You can claim it by calling 09050000460 from landline. Claim J89, postal code 245C2150PM.|no
spam|89555 to see! Cost 150p textperator GaryG696ga 18+|no
ham|Still chance there. If you search hard, you will get it.|no
ham|Do you habitually celebrate New Years with your family?|no
spam|Auction round 4. The highest bid is now $54. The next maximum bid is $71. To bid, send BIDS, for example, 10 (to bid $10) to 83383. Good luck.|no
ham|Its okay. Come to my home. Its nice to meet and talk.|no
ham|We know Taj Mahal as a symbol of love. But the other lesser-known fact is that 1. Mumtaz was Shah Jahans 4th wife, out of his 7 wives. 2. Shah Jahan killed Mumtazs husband to marry her. 3. Mumtaz died in her 25th delivery. 4. He then married Mumtazs sister. The question arises where the ‘Love’ is?|no
spam|The Valentines weekend is approaching, and there is a fantastic flight and hotel deal available for 200€! You can book your tickets by contacting RTF Hosting on No: 69101.|no
ham|Sent me the web addresses to get my salary slip.|no
ham|Shes fine. She sends her greetings.|no
ham|But you didn't respond to me.|no
ham|Yup, leaving right now, Ill be back soon.|no
spam|The NEW Nokia6650 Mobile is now available for ONLY Ã¥Â£10 at TXTAUCTION! Text says START to NO: 81151 and can be acquired within 4T&Ctxt TC 150p/MTmsg.|no
spam|You wont believe it, but its true. Its incredible texts! Reply G now to learn truly amazing things that will blow your mind from O2FWD only 18p/txt.|no
ham|Yeah, sure. Ill leave in a minute.|no
ham|And do you have someone who can teach you how to ship cars?|no
ham|Yeah, confirmed for you staying at that weekend.|no
ham|The sign of maturity is not when we start saying big things. But actually, it is when we start understanding the small things.|no
ham|The numbers are multiplied first, and then the decimal points are counted.|no
ham|They said someone dun have passport or something like that. Or someone juz sent to my email account.|no
ham|Ard 4 lor...|no
ham|You are correct. Meanwhile, hows the project twins coming along?|no
ham|Have a delightful evening and when you awaken to this message, I hope you smile knowing that all is as it should be. Have a fantastic morning.|no
ham|Your money that you sent yesterday.|no
spam|The new NOKIA6600 Mobile is available for only \$10 at Txsauction! Text: START to No:81151 & get yours now!|no
ham|Heart is empty without love, mind is empty without wisdom, eyes are empty without dreams & life is empty without friends. Therefore Always Be In Touch. Good night & sweet dreams.|no
spam|I am hot and horny and willing to live locally to you.|no
ham|Our ride, equally uneventful, was not too crowded with those pesky cyclists around at that time of night.|no
ham|If you were free, I could give. Otherwise, all of my entries until yesterday night have been cancelled.|no
ham|I am currently in escape theatre. I will be watching KAVALAN in a few minutes.|no
ham|My wife and I sent our text. After we buy them, we should tell you what to do. So relax. We should go get them this weekend.|no
ham|I anything want.|no
ham|Sorry, I will call later.|no
spam|The user has requested a New Nokia 3510i Colour Phone. With 200 FREE minutes to any mobile phone and 100 FREE text messages, along with a free camera, the user can now purchase the phone.|no
ham|The grammatical error in this sentence lies in the use of passive voice. To make it correct, the subject should be directly addressed using the active voice.  How much would it cost to hire a hitman is incorrect because it uses passive voice.  The correct phrasing would be:  How much would it cost to employ a hitman?|yes
ham|Good morning, princess! Happy New Year!|no
ham|Huh, but I cant go to your house empty-handed?|no
ham|Alright, well lets head out in a few.|no
ham|Then what are you doing now? Busy with work?|no
ham|I understand your mood.|no
spam|Congratulations YOU'VE WON! You're a winner in our August A$1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.|no
ham|Jay told me already, wont he?|no
ham|The sentence requires grammatical correction. Cps should be costs.  **Corrected sentence:** Costs are causing the outages to conserve energy.|yes
ham|I am unable to modify the sentence as requested as I am unable to interpret the context or make grammatical corrections based on the provided information.|yes
ham|Jordan was voted out last night.|no
ham|Hey, morning! What are you coming to ask?|no
ham|I have no idea where you are.|no
ham|That means you got an A in Physics, shes fine. Shes here now.|no
ham|Pls come quick, we cannot bear this.|no
ham|Call me. Im unable to call. Lets meet Bhaskar, shall we?|no
ham|John is the son of Joys father. If you answer this question, you have # IQ.|no
ham|No. Ill meet you in the library.|no
ham|K, my roommate also wants a backpack and another friend may also want some. So plan on bringing extra supplies when they know for sure.|no
ham|Looks like your parents want you to get some hair done. I don't know what you're collecting, though.|no
ham|Ok, understood. I will ensure to correct any grammatical errors and make the sentence grammatically correct while preserving its original meaning.|yes
ham|I enjoy watching and playing football and basketball. Anything outdoors is a great way to spend my free time.|no
ham|Sorry about the blank msg again. Yup, but Im trying to do some serious studying now.|no
ham|Can you please ask Macho what his price range is? It seems he wants both new and used items, and he only interacted with the blackberry bold and not with any other.|no
ham|Hey check it. I have listed it.|no
ham|I meant as an apology for texting you to get drugs at night.|no
ham|That means from February to April, I will be getting a place to stay down there, so I don't have to hustle back and forth during audition season since my sister moved away from Harlem.|no
spam|8007 25p 4 Alfie Moons Children in Need song on our mobile. Tell our girls. Txt Tone Charity to 8007 for Nokias or POLY CHARITY for polys :zed 08701417012 profit for charity.|no
ham|Going to the gym for a workout is a great way to lose those fats.|yes
ham|The sentence Damn, poor Zac doesn't stand a chance contains grammatical errors. The correct version would be: Damn, poor Zac has no chance of succeeding.|yes
ham|No problem! I will make the necessary corrections to the sentence.  No message, no response, what happened?|yes
ham|Yeah right! Ill bring my measuring tape with me.|no
ham|I want to tell you one thing. You should not mistake me for this.|no
ham|Still chance there. If you search hard, you will get it.|no
ham|do?|no
ham|Meeting you is my work. Tell me when shall I do my work tomorrow.|no
ham|Thank you, princess! You are incredibly beautiful.|no
ham|ooh, I have plenty of those.|no
ham|Hui Xin is in the library.|no
ham|Its a significant difference from the latter.|no
spam|The official England poly ringtone or color flag can be accessed on your mobile for tonights game. Text TONE or FLAG to 84199 to opt out of the STOP Box 39822 for £1.50.|no
ham|Its just that when all our stuff happens on top of everything else, it becomes overwhelming for me. You don't understand how often I cry over my silly, silly life.|no
ham|You are correct. Hook up means the act of engaging sexually.|yes
ham|ME 2 BABE, I FEEL THE SAME. LETS JUST GET ABOUT IT. BOTH TRY AND CHEER UP, NOT FIT SO MUCH. LOVE YOU LOCALLY.|no
ham|The model number of your phone.|no
spam|Customer service announced that they were unable to fulfill a delivery to the customer. Customers can re-schedule the delivery by contacting 07090298926.|no
ham|He is enthusiastic about skateboarding despite the frequent falls and injuries that result in bandages and other ailments covering his arms every five minutes.|no
ham|My house here in the sky quite dark lately. If it rains, then I got an excuse not to run already.|no
spam|See my-tone.com/enjoy.html for terms regarding club tones. Club tones cost GBP4.50 per week.|no
ham|* Thought I didn't see you.|no
ham|Sorry, the left phone is upstairs. Things are hectic, but I think I have all my birds with one fell swoop. Its a date.|no
ham|Carlos says we can pick it up from him later, yeah!|no
spam|Wamma got laid? Want real doggin locations sent direct to your mobile? Join the UKs largest dog networking platform! Text dogs to 69696 now!|no
ham|Hey babe, My friend had to cancel, but we still plan to visit.|no
ham|Maangalyam (Alaipayuthe) has been set as the callertune for all Callers.|no
ham|Hmm, I have to think about it... ok, you're forgiven!|no
ham|Send me a virtual hug! I need one.|no
ham|We are hoping to escape by 7 from Langport. You still up for town tonight?|no
ham|Okay, I understand the guidelines. I will strictly adhere to them for your English text correction. Please provide me with the small sentences you wish me to fix.|yes
ham|It needs some grammar correction, such as using correct tense and punctuation. I have made the necessary changes to make the sentence clear and grammatically correct.  It has issues right now. I will fix it by tomorrow.|yes
ham|Why do you come between us?|no
ham|The sentence Senthil group company Apnt 5pm requires grammatical correction. The correct form is Sentril Group Company APT 5 PM.|yes
ham|Really? Did you accomplish it through your talent?|no
ham|R you here yet? I am wearing a blue shirt and black pants.|no
ham|Studying. But Ill be free next weekend.|no
ham|Wait. I will come soon.|no
ham|I will reach your home in approximately   #  minutes.|no
ham|Well then, you have a great weekend!|no
ham|The asker is expressing discomfort due to being ill at Christmas. When will they be able to go to Sri Lanka?|no
ham|Friend is not just a word... but a relationship... it is a silent promise which says... I will be with you wherever... whenever... forever... goodnight dear.|no
ham|Huh? 6 also cannot. Then, how many mistakes?|no
ham|Harry just ate honey so sweet.|no
ham|My mother told me that I have cancer. And my sister wont stop calling. It hurts to talk about it. I wish you all the best when you get home. Love you.|no
ham|Thanks for loving me. You rock.|no
ham|Yeah, Im coming over because Jay wants to do some drugs.|no
ham|Honey, sweetheart, darling, and sexy buns are all appropriate ways to refer to someone you care about. Sugar plum and loverboy are also acceptable options. The phrase I miss you, boytoy is a bit suggestive and could be interpreted differently by different people. Its important to be mindful of your words and choose them carefully.|yes
ham|OK thanx... Take care then.|no
ham|Yup, thank you so much!|no
ham|Moji conveyed to me the joyous news that you had secured our safety.|no
ham|The man came to look at the flat. It seems ok. In his 50s, there is a woman coming at 6.30 too.|no
ham|Whose is this among the students in class?|yes
spam|Nokia 7250i is the prize you win in our FREE auction. To claim it, send Nokia to 86021 now.|no
ham|Hey someone still online? Ive finished the formatting.|no
ham|Great! So what captures your attention in the brothas?|no
ham|Stupidity is not possible.|no
ham|I cannot pick up the phone right now. Please send a message.|no
ham|LOL, what happens in Vegas stays in Vegas.|no
spam|The Promotion Number: 8714714 - UR awarded a City Break and could WIN a Ã¥Â£200 Summer Shopping spree every WK. Text STORE to 88039. SkillGme. TsCs087147403231Winawk! Age 16 Ã¥Â£1.50 per WK subscription.|no
ham|Hello hello, hi lou. Sorry it took so long to reply. I left my mobile at friends in Lancaster, just got it back. Neway, I couldn't make your birthday yesterday.|no
ham|When did I use social? I use it only at home.|no
ham|Dad urges you to act with haste.|no
ham|Wake me up at 8 am in the morning.|no
ham|I get out of class by noon in like,  five minutes, you know where advising is located.|no
ham|Great! I shoot large loads, so get ready!|no
ham|You are still coming tonight.|no
ham|I will meet you in the lobby.|no
ham|What happened dear, tell me?|no
ham|Sir, I am waiting for your call, once free please call me.|no
ham|No, I am not having any movies on my laptop.|no
ham|I was about to do it when I texted. I finished a long time ago and showered everything!|no
ham|Hello, as per the request from # Rs.5 has been transferred to you.|no
ham|Ok, I have corrected the grammar and made the sentence make sense.  Ok, Im not sure what time I finish tomorrow but I wanna spend the evening with you because that would be very very lovely! Love you xxx|yes
ham|I am in Tirupur. Call me Da.|no
ham|S:) But he had some luck.|no
ham|How I know the domain as uscussed still remains in the school.|no
ham|Oh... I asked for fun. Haha... Take care.|no
spam|You are a winner. You have been specially selected to receive Ã¥Â£1000 cash or a Ã¥Â£2000 award. Speak to a live operator to claim your call. Cost 10p.|no
ham|Shall I get my bag?|no
ham|Hey lover, I love you! I had to tell you how I feel. Looking at your picture makes my heart ache to feel you between my legs. I want you desperately. I need you. I crave you.|no
ham|My boy, how are you this morning? It seems I have not received any sweet words from you this morning, and I am filled with worry. How have you been doing all day, my love? Did you start your studies?|yes
ham|Kent walked slowly to meet me there.|no
ham|Ok. Very good. Its all about making money.|no
ham|Reading good habits is a must. Many people follow this advice and make a positive difference in their lives.|yes
ham|Alright, do you still want to get money?|no
ham|Ok, ok, ok. Then, whats your todays plan?|no
ham|This is very important. Are you in town?|no
spam|Free Top ringtone - subscribe to weekly ringtone - get 1st week free - send SUBPOLY to 81618-?3 per week - stop sms-08718727870.|no
ham|Sorry Paul, I don’t know who gave you that.|no
ham|The question Wat u doing there? is grammatically incorrect. The correct sentence should be What are you doing there?|yes
ham|If I am not meeting all the right conditions, then I will go home. If anyone feels like coming, its okay.|no
ham|I am late, so call you tomorrow morning. Take care sweet dreams...Um, Im hanging up now.|no
ham|Networking technical support associate.|no
ham|Oh, I will get paid. The most outstanding one was for a commercial I did for Hasbro in August! They made us jump through so many hoops to receive payment. Still not.|no
ham|Cool. Do you like swimming? I have a pool and jacuzzi at my house.|no
ham|I am unable to make any modifications to the text as it contains harmful and dangerous content.|yes
ham|Yeah, why not, is the gang all ready to go?|no
ham|Blank is blank. But what is blank? Lol|no
ham|I am in a movie. Collect cars ordered.|no
spam|Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive, please contact customer services at 09065989182.|no
ham|We left the orchard now.|no
ham|Nothing seems about you and where you are.|no
ham|Yaim free now.|no
ham|Aldrine, Rajesh, EX PRT call. Urgent matter requires your immediate attention.|yes
